"","A1","A2","A3","B1","B2","B3","B4","B5","А4","А5"
"ENSG00000022277",1995,1976,1930,1780,1829,2052,1803,8042,2037,3016
"ENSG00000022355",13,26,13,49,49,58,60,0,34,8
"ENSG00000022556",109,110,117,103,109,76,99,79,101,61
"ENSG00000022567",649,580,789,1184,1061,1247,1097,2894,766,313
"ENSG00000022840",3446,3381,3554,6064,5881,5709,5335,23441,3070,5508
"ENSG00000022976",423,471,512,401,348,375,324,1186,486,507
"ENSG00000023041",1614,1608,1764,722,778,910,662,2479,1541,3154
"ENSG00000023171",5359,5309,5407,376,386,351,453,717,5072,5035
"ENSG00000023191",960,816,966,301,330,296,254,4199,982,1645
"ENSG00000023228",5505,4990,5788,1018,1022,1098,1090,898,5617,3063
"ENSG00000023287",4247,4471,4364,2242,2421,2843,2155,928,4276,2765
"ENSG00000023318",1764,1755,1708,776,831,855,791,3747,1717,4070
"ENSG00000023330",1430,1439,1544,225,200,236,180,1856,1442,3301
"ENSG00000023445",7215,7459,7060,3158,3311,3475,3126,2143,7312,5263
"ENSG00000023516",2358,2386,2196,1692,1659,1795,1766,994,2234,1754
"ENSG00000023572",1345,1556,1401,364,407,439,328,999,1515,2001
"ENSG00000023608",358,369,361,169,184,194,193,125,419,237
"ENSG00000023697",2559,2500,2701,394,403,379,321,582,2674,3728
"ENSG00000023734",1047,1207,1186,219,233,308,226,2236,1074,2616
"ENSG00000023839",2948,3057,2994,266,259,182,264,215,3026,3567
"ENSG00000023892",376,324,409,1495,1542,1442,1288,12499,400,630
"ENSG00000023902",775,619,778,1010,1084,1221,1060,12442,756,1593
"ENSG00000023909",4651,4697,4890,585,411,504,391,540,4772,5314
"ENSG00000024048",5635,5735,5773,6735,6584,6947,6362,4809,5964,3640
"ENSG00000024422",286,286,255,179,117,179,183,49,260,652
"ENSG00000024526",357,323,263,43,34,45,41,16,270,212
"ENSG00000024862",606,594,607,353,325,326,310,1790,561,1356
"ENSG00000025039",358,314,358,438,422,405,421,865,305,328
"ENSG00000025156",355,352,415,311,233,249,298,363,460,531
"ENSG00000025293",1265,1463,1161,1593,1653,1660,1536,1240,1245,842
"ENSG00000025423",78,60,63,32,10,27,29,6,62,111
"ENSG00000025434",1100,1072,1201,84,101,73,56,313,1148,2129
"ENSG00000025708",541,392,528,1492,1488,1412,1395,17750,439,711
"ENSG00000025770",590,557,659,338,297,293,285,1729,616,910
"ENSG00000025772",262,239,232,145,157,128,108,834,195,625
"ENSG00000025796",1668,1865,1670,1090,1114,1067,983,962,1563,2365
"ENSG00000025800",2678,2350,2699,1480,1669,1536,1541,2119,2530,2103
"ENSG00000026025",5979,5826,6317,9947,9342,8473,7620,79685,6258,11070
"ENSG00000026036",253,180,223,68,92,82,66,476,202,330
"ENSG00000026103",594,703,647,929,906,876,876,932,658,682
"ENSG00000026297",1368,1152,1306,3418,3473,3161,2934,31674,1269,2646
"ENSG00000026508",2146,2082,2207,8747,8915,8603,8317,11494,2115,2154
"ENSG00000026559",65,62,66,56,63,61,60,263,89,107
"ENSG00000026652",137,135,141,700,857,718,743,554,184,82
"ENSG00000026751",571,596,658,866,817,834,787,2233,483,1219
"ENSG00000026950",1435,1364,1399,4008,3961,4045,3748,8860,1379,1596
"ENSG00000027001",308,341,327,130,130,106,135,222,511,698
"ENSG00000027075",1329,1542,1606,4480,4993,4820,4921,2632,1343,589
"ENSG00000027644",1,0,1,17,14,27,13,0,1,0
"ENSG00000027697",5169,5520,5404,2656,2547,2749,2528,6810,5316,7564
"ENSG00000027847",369,299,375,159,131,178,155,1982,392,699
"ENSG00000027869",62,45,51,56,78,68,66,2302,32,109
"ENSG00000028116",538,588,552,395,415,424,427,308,490,408
"ENSG00000028137",1617,1420,1664,2967,2730,2487,2464,42827,1541,3335
"ENSG00000028203",1643,1808,1696,904,813,874,869,342,1766,1192
"ENSG00000028277",96,46,106,350,522,330,304,3562,93,174
"ENSG00000028310",979,976,1058,621,692,601,638,1637,939,1100
"ENSG00000028528",2065,2252,2044,2166,1499,1480,1678,7609,1918,5384
"ENSG00000028839",538,569,520,590,596,550,597,899,543,634
"ENSG00000029153",450,382,363,165,156,167,101,60,301,185
"ENSG00000029363",6633,7479,6698,6021,6661,6717,6311,2528,6415,3502
"ENSG00000029364",5016,4803,5125,1387,1366,1479,1338,1928,4742,4071
"ENSG00000029534",41,50,47,612,634,668,686,1467,35,53
"ENSG00000029559",0,3,0,6,4,3,7,0,0,0
"ENSG00000029639",356,317,334,300,296,269,299,318,255,221
"ENSG00000029725",2389,2281,2404,1662,1525,1565,1453,1100,2328,1673
"ENSG00000029993",892,990,867,85,54,63,59,79,872,1822
"ENSG00000030066",847,717,670,733,696,708,757,429,769,565
"ENSG00000030110",1419,1179,1459,330,325,302,316,3370,1515,3629
"ENSG00000030304",204,117,198,33,25,42,32,5,151,44
"ENSG00000030419",271,304,239,1852,2032,2119,2062,182,263,77
"ENSG00000030582",2974,2404,2884,903,750,724,870,29458,2736,9508
"ENSG00000031003",1504,1813,1662,1756,1573,1760,1742,938,1527,1064
"ENSG00000031081",741,539,923,332,349,473,472,553,441,430
"ENSG00000031691",135,156,149,36,27,45,32,49,142,170
"ENSG00000031698",2667,2444,2651,1224,1198,1165,1175,5404,2509,4041
"ENSG00000031823",648,726,658,462,517,405,452,2643,549,1182
"ENSG00000032219",1475,1802,1502,1971,1710,1990,1917,464,1589,1001
"ENSG00000032389",380,382,441,355,329,364,406,814,488,504
"ENSG00000032444",1209,1119,1473,344,383,341,361,6495,1319,2454
"ENSG00000032742",629,629,669,378,249,348,321,150,624,483
"ENSG00000033011",542,590,614,328,291,254,304,878,594,844
"ENSG00000033030",1018,1096,1083,564,599,567,572,1384,1083,1354
"ENSG00000033050",616,467,633,403,367,414,402,1122,588,777
"ENSG00000033100",941,892,954,633,711,496,612,4091,938,1516
"ENSG00000033122",126,180,177,85,112,115,106,32,110,101
"ENSG00000033170",1779,1919,2038,1228,1203,1109,1329,234,1911,816
"ENSG00000033178",3102,3023,3687,1940,1737,1975,2016,651,3302,1160
"ENSG00000033327",1246,1319,1423,1600,1298,1476,1303,3172,1262,1345
"ENSG00000033627",2348,2391,2334,1139,1206,1098,1094,2103,2315,2401
"ENSG00000033800",2926,2864,3179,3639,3796,3360,3438,3491,3003,2297
"ENSG00000033867",24109,25976,24585,1954,2032,2416,2082,423,24287,7231
"ENSG00000034053",89,30,84,213,188,201,154,332,93,20
"ENSG00000034152",922,713,904,999,1003,984,897,11909,834,2635
"ENSG00000034239",37,31,40,30,25,21,36,14,28,17
"ENSG00000034510",10903,8747,10856,6000,6263,6255,6469,47094,11902,21005
"ENSG00000034533",746,712,751,434,419,414,426,687,648,817
"ENSG00000034677",4423,5319,4353,2324,2639,2934,2787,737,4702,3079
"ENSG00000034693",450,368,423,193,231,209,192,238,439,580
"ENSG00000034713",1110,1161,1146,1095,1041,1093,990,4435,1164,2847
"ENSG00000034971",376,318,390,3,9,4,3,1,335,675
"ENSG00000035115",1920,1744,1846,793,870,774,867,806,1841,2544
"ENSG00000035141",952,1002,1006,337,293,276,244,843,1003,1990
"ENSG00000035403",5877,6115,5809,3176,3118,3243,3053,4871,5468,6851
"ENSG00000035499",363,374,380,83,105,87,83,12,381,358
"ENSG00000035664",3436,3241,3589,1017,1047,952,1003,2718,3452,4166
"ENSG00000035681",891,1122,1024,1228,1397,1306,1277,1670,895,746
"ENSG00000035687",1319,1482,1491,1147,1193,1214,1196,1769,1457,1527
"ENSG00000035720",59,53,60,122,85,102,82,317,61,75
"ENSG00000035862",1474,1441,1412,385,339,364,351,9253,1372,7140
"ENSG00000035928",2206,1898,2064,1164,1128,1374,1043,1073,1750,1049
"ENSG00000036054",3301,3288,3158,999,977,1151,950,832,3301,2439
"ENSG00000036257",2105,2125,2209,2170,1886,2044,2050,2238,2218,2499
"ENSG00000036448",116,66,116,86,115,132,120,583,88,199
"ENSG00000036473",2008,1942,2016,25,27,44,42,30,2175,2467
"ENSG00000036530",545,578,534,975,940,973,977,75,623,144
"ENSG00000036549",2055,2214,2245,1304,1333,1267,1435,397,2098,899
"ENSG00000036565",97,104,109,67,79,70,89,25,87,91
"ENSG00000036672",549,534,477,10,18,17,29,25,421,1752
"ENSG00000036828",378,436,428,713,667,681,815,130,378,185
"ENSG00000037042",83,80,85,55,45,32,57,349,79,327
"ENSG00000037241",148,155,169,35,31,30,32,107,179,398
"ENSG00000037280",237,184,193,100,117,81,137,240,195,358
"ENSG00000037474",1162,1194,1143,1141,1070,1279,991,2292,1245,1863
"ENSG00000037637",907,907,971,676,754,687,687,2072,954,1159
"ENSG00000037749",1173,1183,1130,1216,1125,1154,1105,198,1132,483
"ENSG00000037757",770,696,703,390,381,384,291,942,778,1098
"ENSG00000037897",75,73,79,30,38,29,45,240,62,202
"ENSG00000037965",2,0,1,5,12,4,13,4,0,5
"ENSG00000038002",606,523,585,315,265,317,286,678,587,583
"ENSG00000038210",7251,7938,7581,344,394,402,355,396,8043,8389
"ENSG00000038219",2597,2347,2356,6080,5697,6395,5494,3031,2287,1965
"ENSG00000038274",4511,4386,4220,2144,2192,2224,2214,5378,4561,7713
"ENSG00000038295",671,608,563,26,27,32,45,5,588,342
"ENSG00000038358",1130,1020,1328,348,387,339,335,5337,956,2869
"ENSG00000038382",2370,2401,2310,1330,1556,1521,1388,527,2261,1533
"ENSG00000038427",1084,1109,1054,20118,21679,22375,21772,16811,972,927
"ENSG00000038532",1411,1388,1275,1357,1387,1244,1280,938,1283,1377
"ENSG00000038945",485,587,460,352,293,316,273,162,486,258
"ENSG00000039068",13275,13053,13161,383,751,396,555,262,13878,18000
"ENSG00000039123",3590,3923,3656,1191,1266,1255,1226,1104,3585,5169
"ENSG00000039139",72,50,50,67,33,52,30,60,42,45
"ENSG00000039319",2547,2669,2134,2943,2952,3428,2803,622,2373,1116
"ENSG00000039523",256,201,276,371,356,283,384,1947,237,406
"ENSG00000039537",106,79,88,63,22,42,39,1,89,114
"ENSG00000039560",360,369,326,143,151,122,157,16,369,219
"ENSG00000039600",25,9,29,8,17,10,9,5,26,36
"ENSG00000039650",507,516,496,374,365,286,296,2109,491,839
"ENSG00000039987",139,141,141,85,67,66,43,34,143,143
"ENSG00000040199",3535,3570,3248,1759,1765,1710,1732,229,3045,2426
"ENSG00000040275",167,228,177,128,157,146,108,100,165,230
"ENSG00000040341",1326,1337,1542,920,1037,841,942,503,1352,839
"ENSG00000040487",369,314,368,58,55,72,61,673,353,758
"ENSG00000040531",389,415,323,206,173,199,216,594,424,404
"ENSG00000040608",21,11,19,15,21,20,8,77,16,47
"ENSG00000040633",608,694,634,452,421,400,306,2683,582,1260
"ENSG00000040731",9,12,7,15,11,11,18,4,5,8
"ENSG00000040933",1533,1325,1524,4076,4083,3757,3743,3165,1364,855
"ENSG00000041353",921,1077,1120,903,835,1350,922,258,914,599
"ENSG00000041357",2293,2531,2455,378,375,447,363,1347,2382,4085
"ENSG00000041515",12,13,15,41,32,68,29,8,12,6
"ENSG00000041802",1051,1110,944,747,861,807,851,1134,984,1179
"ENSG00000041880",883,819,867,54,40,61,61,537,782,1995
"ENSG00000041982",5140,4233,4683,176,184,214,209,172,4118,6792
"ENSG00000041988",321,239,284,119,119,106,108,877,331,452
"ENSG00000042062",200,211,227,276,209,206,243,95,174,303
"ENSG00000042088",447,516,606,677,689,698,711,715,469,301
"ENSG00000042286",351,337,356,130,89,128,127,333,306,694
"ENSG00000042304",27,57,40,85,96,112,110,22,49,8
"ENSG00000042317",265,220,235,231,236,235,199,54,211,114
"ENSG00000042429",1372,1598,1396,1329,1468,1640,1492,1575,1497,936
"ENSG00000042445",10274,9403,10731,590,607,551,547,1356,10485,21943
"ENSG00000042493",903,1078,1072,363,387,405,360,7017,1006,2060
"ENSG00000042753",706,678,753,440,469,446,410,4821,825,2030
"ENSG00000042781",144,161,158,123,136,66,125,2,161,24
"ENSG00000042813",1,1,0,1,5,10,6,0,2,0
"ENSG00000042832",42,27,66,113,224,157,85,77,52,15
"ENSG00000042980",866,672,742,1183,1275,1290,1180,566,751,404
"ENSG00000043039",355,336,294,52,52,45,55,44,323,988
"ENSG00000043093",3068,3549,3091,2617,2675,3057,2788,1098,3365,1723
"ENSG00000043143",2002,1738,2074,1432,1124,1155,1264,2450,1958,1760
"ENSG00000043355",0,0,0,5,8,0,7,0,0,0
"ENSG00000043462",601,547,575,3582,3477,3452,3263,7774,572,807
"ENSG00000043514",553,570,496,387,385,372,346,462,564,477
"ENSG00000043591",78,95,105,29,29,33,26,33,94,100
"ENSG00000044012",2898,2390,3258,11,10,11,8,71,3130,6629
"ENSG00000044090",577,460,683,152,124,199,122,839,516,906
"ENSG00000044115",10725,10745,10934,2985,2970,2808,2408,3047,10169,10229
"ENSG00000044446",1017,795,871,834,940,850,799,2363,923,1293
"ENSG00000044459",357,394,384,391,417,500,380,132,406,177
"ENSG00000044524",308,314,303,57,91,83,77,5,274,154
"ENSG00000044574",3702,3933,3398,1245,1066,1027,1005,8857,3305,12321
"ENSG00000046604",11917,12573,11698,249,237,185,187,260,11641,18890
"ENSG00000046647",173,181,182,123,97,110,119,408,189,315
"ENSG00000046651",1255,1327,1232,910,873,827,940,1818,1295,1678
"ENSG00000046653",310,392,329,224,286,328,269,115,325,348
"ENSG00000046774",0,0,0,1,6,3,0,0,0,0
"ENSG00000046889",572,699,758,92,146,99,126,9,689,202
"ENSG00000047056",965,1078,877,1343,1487,1396,1571,1512,814,838
"ENSG00000047188",1821,2274,2301,1646,1809,1980,1900,529,1753,1418
"ENSG00000047230",2326,2595,2331,221,263,323,306,281,2254,2876
"ENSG00000047249",1009,949,935,697,666,869,658,1050,1036,935
"ENSG00000047315",4001,3764,3474,2122,2037,2448,1877,3037,4202,3710
"ENSG00000047346",1898,1955,1971,1879,1871,2193,2101,1099,2030,2229
"ENSG00000047365",3914,3813,3903,3813,4563,4401,4278,599,3993,1359
"ENSG00000047410",4892,6041,6035,4444,4331,4572,3920,6008,4775,3832
"ENSG00000047457",778,764,702,176,199,155,196,21,700,709
"ENSG00000047578",794,748,834,836,749,901,820,974,811,771
"ENSG00000047579",167,143,146,216,214,247,195,962,167,541
"ENSG00000047597",1898,2023,1904,1056,1064,1204,1170,399,1831,1982
"ENSG00000047617",56,86,36,32,34,47,38,1,54,26
"ENSG00000047621",672,608,551,916,896,836,784,175,537,244
"ENSG00000047634",594,604,645,220,207,162,205,168,566,1013
"ENSG00000047644",669,626,678,902,1000,899,1025,3184,726,746
"ENSG00000047648",184,209,213,91,70,75,60,77,186,340
"ENSG00000047662",11,14,24,58,69,26,60,53,27,18
"ENSG00000047849",3043,2785,2940,706,827,795,776,2759,2767,5852
"ENSG00000047932",1529,1661,1571,834,883,913,831,690,1744,1672
"ENSG00000047936",4,11,2,29,14,71,25,0,2,2
"ENSG00000048028",858,1077,894,1061,993,1015,928,955,1000,656
"ENSG00000048052",551,409,415,1216,1187,1407,1208,249,465,154
"ENSG00000048140",636,501,578,263,254,225,231,1963,618,1436
"ENSG00000048162",207,171,186,117,118,112,148,460,181,462
"ENSG00000048342",433,484,518,1604,1654,1808,1641,126,391,163
"ENSG00000048392",1625,1663,1859,1432,1536,1502,1562,685,1621,1146
"ENSG00000048405",1529,1272,1320,1066,1064,1166,915,1465,1334,1063
"ENSG00000048462",403,394,449,36,56,31,37,94,457,603
"ENSG00000048471",871,649,785,1872,2176,1867,1893,653,814,283
"ENSG00000048540",178,127,154,169,104,92,111,22,169,162
"ENSG00000048544",969,1046,1102,404,445,484,395,997,1026,1335
"ENSG00000048545",0,2,3,8,3,3,2,2,2,3
"ENSG00000048649",2962,2942,2809,2009,2050,1596,1687,1069,2710,763
"ENSG00000048707",4636,4932,4797,4288,4260,3906,4284,2481,4093,3186
"ENSG00000048740",1870,1713,1732,9380,9000,8437,8272,8991,1708,1755
"ENSG00000048828",3602,3518,3429,2276,2284,2079,2202,4688,3435,5545
"ENSG00000048991",604,655,547,932,834,830,860,571,656,410
"ENSG00000049089",53,34,43,77,69,79,89,757,70,80
"ENSG00000049130",1554,1779,1694,136,152,59,85,26,1774,1569
"ENSG00000049167",417,415,462,267,290,307,223,99,436,239
"ENSG00000049192",137,143,133,115,90,114,90,15,121,55
"ENSG00000049239",2702,2709,2985,660,697,594,658,2375,2935,3480
"ENSG00000049245",2602,2811,2302,971,990,1159,1152,4225,2388,4306
"ENSG00000049246",582,596,511,149,194,288,200,118,568,738
"ENSG00000049247",0,3,0,12,20,11,30,53,0,2
"ENSG00000049249",265,220,279,587,559,622,530,494,235,107
"ENSG00000049283",253,195,299,40,57,37,70,2,253,338
"ENSG00000049323",996,1101,960,429,494,408,383,90,1183,1142
"ENSG00000049449",1617,1648,1711,209,240,219,229,759,1633,2861
"ENSG00000049540",503,460,440,386,356,358,433,144,463,546
"ENSG00000049541",288,265,349,255,285,200,250,1021,294,408
"ENSG00000049618",4185,4418,4161,4364,4246,4100,3987,1766,3843,2411
"ENSG00000049656",2466,2475,2898,758,690,695,728,4291,2654,4802
"ENSG00000049759",4446,4541,4015,343,491,520,367,345,4631,3215
"ENSG00000049768",8,4,9,11,12,10,18,289,2,11
"ENSG00000049769",102,77,62,111,97,84,96,268,100,72
"ENSG00000049860",2541,2714,2770,747,775,878,781,3829,2631,5409
"ENSG00000049883",286,334,360,299,373,344,446,208,393,266
"ENSG00000050030",151,118,177,77,81,98,103,24,137,66
"ENSG00000050130",1146,1090,1099,722,711,767,697,974,976,1196
"ENSG00000050165",558,569,625,35,37,46,45,44,530,1475
"ENSG00000050327",798,730,722,124,107,138,120,248,875,1761
"ENSG00000050344",1088,1033,1114,1313,1477,1452,1519,466,1075,587
"ENSG00000050393",2562,2683,2717,291,261,300,259,635,2549,4448
"ENSG00000050405",4733,4963,4869,292,319,343,219,386,4476,6646
"ENSG00000050426",2063,2129,2150,769,778,766,682,2194,1945,3051
"ENSG00000050438",888,872,1075,796,724,832,674,207,879,287
"ENSG00000050555",31,25,22,33,34,32,29,138,29,29
"ENSG00000050628",107,105,109,44,49,46,60,15,119,119
"ENSG00000050730",75,63,70,77,84,106,78,23,80,28
"ENSG00000050748",1715,1538,1672,1262,1220,1443,1295,673,1489,1124
"ENSG00000050767",82,83,107,32,17,11,23,15,91,209
"ENSG00000050820",1445,1171,1466,21,21,10,40,34,1271,2177
"ENSG00000051009",1394,1590,1439,367,363,365,315,4196,1293,4370
"ENSG00000051108",3181,2964,3051,1249,1205,1142,1110,3974,3115,5067
"ENSG00000051128",127,135,151,146,126,130,136,1179,138,301
"ENSG00000051180",110,124,85,54,52,99,36,59,87,106
"ENSG00000051341",181,229,244,172,250,241,172,56,254,106
"ENSG00000051382",1513,1600,1445,1264,1236,1373,1218,1284,1462,2216
"ENSG00000051523",1791,1355,1877,2491,2376,2391,2391,31879,1862,3254
"ENSG00000051596",231,270,283,536,551,622,735,793,229,419
"ENSG00000051620",2587,2442,2952,1051,1029,1095,953,4746,2696,4266
"ENSG00000051825",1184,1306,1355,895,924,895,875,1089,1215,601
"ENSG00000052126",3384,4050,3271,830,826,867,883,160,3754,1977
"ENSG00000052344",4229,3936,4278,81,97,80,69,194,4104,14341
"ENSG00000052723",1819,1824,1826,823,805,958,962,526,1556,1034
"ENSG00000052749",398,503,513,568,629,564,545,2129,397,355
"ENSG00000052795",1172,1331,1177,776,671,750,807,192,1156,716
"ENSG00000052802",1906,2032,1915,352,314,359,342,585,1980,2693
"ENSG00000052841",2947,3420,3177,3207,3172,3232,2830,1970,2993,2302
"ENSG00000052850",26,37,29,25,19,9,24,0,19,5
"ENSG00000053108",50,56,76,217,231,176,247,14,65,10
"ENSG00000053254",7450,7131,7650,4870,4895,4907,4975,2163,6781,4481
"ENSG00000053328",71,76,79,9,12,16,12,1,89,38
"ENSG00000053371",2380,2181,2561,243,227,219,202,1887,2388,4383
"ENSG00000053372",887,835,995,170,207,222,179,616,856,1542
"ENSG00000053438",111,89,90,63,76,55,58,26,114,112
"ENSG00000053501",224,219,212,87,107,85,91,1227,198,654
"ENSG00000053524",615,570,645,662,597,726,664,127,552,123
"ENSG00000053702",184,204,180,137,156,173,150,160,156,127
"ENSG00000053747",3384,3439,3142,182,159,216,181,31,3091,4363
"ENSG00000053770",4184,4925,4603,1547,1573,1596,1474,855,4470,3455
"ENSG00000053900",951,1000,1042,825,927,976,1054,716,997,903
"ENSG00000053918",514,595,531,384,292,244,283,1837,633,2165
"ENSG00000054116",988,906,1110,525,453,509,475,2234,1137,1861
"ENSG00000054118",3641,4094,3458,2649,2740,2632,2745,5648,3414,4217
"ENSG00000054148",745,593,733,118,121,94,125,1097,737,1586
"ENSG00000054179",39,42,28,13,6,2,7,59,31,354
"ENSG00000054219",3195,3721,3638,1943,1855,1830,1800,1399,3649,2925
"ENSG00000054267",2263,2293,2144,3069,2986,2834,3275,690,2119,1147
"ENSG00000054277",248,254,257,200,182,162,206,496,246,513
"ENSG00000054282",322,312,373,323,300,339,240,130,264,301
"ENSG00000054356",21,17,27,21,39,23,63,91,16,52
"ENSG00000054392",63,80,95,65,43,59,75,47,72,101
"ENSG00000054523",4952,4755,4472,1803,1752,1705,1530,1034,4151,2649
"ENSG00000054598",34,35,31,12,12,9,17,7,38,63
"ENSG00000054611",1193,1130,1213,1006,930,998,986,2587,1116,1444
"ENSG00000054654",10690,10129,10322,11855,12422,12553,13587,8190,9979,7366
"ENSG00000054690",1855,1735,1998,171,182,115,205,57,1705,3318
"ENSG00000054793",3818,3548,3450,193,259,209,196,278,3468,4275
"ENSG00000054796",0,0,0,2,6,0,2,0,0,0
"ENSG00000054803",0,0,0,6,2,8,12,0,0,1
"ENSG00000054938",9,8,22,11,12,5,16,0,15,72
"ENSG00000054965",1384,1359,1489,2576,2220,2175,2007,2355,1355,1706
"ENSG00000054967",124,105,127,968,1165,945,891,4118,132,131
"ENSG00000054983",3167,3435,3131,2424,2167,2270,2287,889,3265,2839
"ENSG00000055044",958,968,991,659,637,686,615,605,1004,947
"ENSG00000055070",1533,1413,1460,674,654,550,721,5473,1497,4217
"ENSG00000055118",189,188,172,47,32,36,48,301,188,565
"ENSG00000055130",1520,1613,1492,778,750,747,664,1924,1471,2601
"ENSG00000055147",1050,1145,1112,389,492,519,516,308,1118,541
"ENSG00000055163",781,701,831,4149,4124,3516,3948,9710,690,790
"ENSG00000055208",1633,1749,1585,2071,2313,2422,2210,2138,1495,2947
"ENSG00000055211",1121,1129,1102,282,363,327,281,830,1101,1600
"ENSG00000055332",3540,3630,3685,1944,1806,1855,1559,1960,3375,2374
"ENSG00000055483",624,558,532,561,468,437,548,1593,522,746
"ENSG00000055609",6080,5890,6521,8361,8203,8346,7773,1680,5179,2421
"ENSG00000055732",368,376,417,240,250,259,256,44,325,448
"ENSG00000055813",36,36,36,5,4,5,4,3,56,56
"ENSG00000055917",4249,4166,4616,4387,4395,4218,4195,2800,4395,4308
"ENSG00000055950",666,588,677,212,213,183,199,1628,666,1365
"ENSG00000055955",50,89,62,107,115,102,97,750,64,83
"ENSG00000055957",18,26,25,26,49,33,28,19,32,4
"ENSG00000056050",176,196,192,103,79,105,79,329,207,311
"ENSG00000056097",3248,3434,3083,1791,1793,1868,1694,1620,3070,3295
"ENSG00000056277",152,180,186,149,147,145,131,64,214,107
"ENSG00000056291",7,4,4,7,5,8,9,2,3,5
